track_title,valence,tempo,danceability,energy,speechiness
"Truly Madly Deeply",0.816,168.12,0.555,0.698,0.0287
"God Gave Me You",0.543,151.977,0.483,0.844,0.0314
"Bad Things (with Camila Cabello)",0.305,137.853,0.697,0.691,0.146
"Fourth Of July",0.542,160.012,0.486,0.973,0.111
Animal,0.332,161.923,0.542,0.577,0.0824
Promise,0.481,103.057,0.797,0.469,0.0646
"My Girl",0.24,94.969,0.652,0.719,0.033
"They Don't Know",0.556,125.822,0.697,0.402,0.0476
"Earned It (Fifty Shades Of Grey)",0.4,119.839,0.647,0.291,0.0363
Prisoner,0.327,134.831,0.543,0.407,0.0389
"Drunk in Love",0.401,140.03,0.589,0.621,0.0468
"Talk Dirty (feat. 2 Chainz)",0.759,100.315,0.76,0.652,0.232
"Don't Tell 'Em",0.405,97.988,0.851,0.525,0.0874
Booty,0.388,128.969,0.72,0.951,0.0525
"Birthday Sex",0.445,60.048,0.675,0.545,0.0443
"She Knows",0.574,139.982,0.706,0.572,0.0326
"Drop It Low",0.403,175.896,0.63,0.695,0.134
FourFiveSeconds,0.321,205.903,0.579,0.268,0.0442
"Feeling Myself",0.465,139.83,0.69,0.699,0.184
"Marvin Gaye (feat. Wale) - Remix",0.769,109.974,0.808,0.633,0.0883
Fragile,0.673,194.902,0.715,0.468,0.147
Gangsta,0.11,121.48,0.439,0.447,0.0436
Pony,0.966,142.024,0.749,0.605,0.086
"Into You",0.358,107.988,0.636,0.727,0.106
"Shape of You",0.931,95.977,0.825,0.652,0.0802
"Nobody Else But You",0.263,139.913,0.708,0.612,0.122
"Something New (feat. Ty Dolla $ign)",0.784,87.581,0.814,0.635,0.0809
"Simple Things (Remix)",0.231,80.209,0.435,0.561,0.143
"Don't Think Twice, It's All Right",0.468,110.535,0.6,0.243,0.0366
"Mountain Sound",0.35,101.867,0.395,0.896,0.0351
"Lost In The Light",0.246,75.535,0.597,0.267,0.0309
Shame,0.303,143.155,0.516,0.425,0.0785
Dirt,0.306,130.857,0.464,0.501,0.0264
"Either Way",0.344,74.797,0.542,0.546,0.0323
"Heroes - 1999 Remastered Version",0.429,112.577,0.478,0.774,0.0292
Lost,0.386,143.961,0.754,0.511,0.0812
"Love Scars",0.26,119.405,0.659,0.614,0.0541
"44 Bars",0.341,94.274,0.708,0.612,0.302
"XO TOUR Llif3",0.401,155.096,0.732,0.75,0.231
Molly,0.343,124.984,0.917,0.624,0.147
"Flex Like Ouu",0.704,141.993,0.858,0.435,0.0661
"Back To Black",0.335,123.28,0.49,0.725,0.0392
"My Immortal",0.107,71.157,0.204,0.265,0.0323
"Somebody That I Used To Know",0.754,129.063,0.857,0.517,0.0384
"Dreaming Of You",0.221,82.899,0.612,0.446,0.0305
"Last Kiss",0.774,112.053,0.622,0.692,0.0276
Hurt,0.171,92.148,0.518,0.401,0.0284
"I Will Follow You Into The Dark",0.489,80.401,0.517,0.206,0.0421
"When I Was Your Man",0.411,145.494,0.601,0.271,0.0403
"Cat's In The Cradle",0.519,78.112,0.489,0.577,0.042
"I Love You",0.239,131.792,0.559,0.446,0.0349
"Drew Barrymore",0.29,134.931,0.578,0.523,0.0429
Church,0.46,95.971,0.672,0.569,0.0624
"Coffee (F***ing)",0.142,162.034,0.55,0.661,0.0611
PRBLMS,0.139,68.58,0.417,0.58,0.207
"Might Be",0.335,148.507,0.684,0.585,0.0712
"Too Good At Goodbyes",0.534,91.92,0.698,0.375,0.0491
"New Rules",0.608,116.073,0.762,0.7,0.0694
"Mi Gente",0.294,103.809,0.543,0.677,0.0993
Silence,0.286,141.971,0.52,0.761,0.0853
"I Like Me Better",0.419,91.97,0.752,0.505,0.253
"Cross My Mind",0.476,93.048,0.651,0.747,0.0382
"Another Day in Paradise",0.559,167.952,0.652,0.802,0.0669
"Instinct (feat. MadeinTYO)",0.294,84.04,0.711,0.462,0.055
Coaster,0.244,94.021,0.441,0.219,0.0419
"Back to You (feat. Bebe Rexha & Digital Farm Animals)",0.645,75.016,0.683,0.53,0.142
"Glorious (feat. Skylar Grey)",0.356,139.994,0.731,0.794,0.0522
"Strip That Down",0.527,106.028,0.869,0.485,0.0545
"What Lovers Do (feat. SZA)",0.393,110.009,0.795,0.615,0.0671
"More Than You Know",0.544,123.074,0.644,0.743,0.0355
"Friends (with BloodPop®)",0.649,104.99,0.744,0.739,0.0387
"What About Us",0.187,113.617,0.489,0.588,0.0507
"Dusk Till Dawn - Radio Edit",0.0967,180.043,0.258,0.437,0.039
"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.71,103.036,0.659,0.717,0.0581
"Your Song",0.962,117.959,0.855,0.624,0.0488
"Now Or Never",0.447,110.03,0.67,0.585,0.0354
Maybe,0.389,143.016,0.787,0.666,0.0522
"Back To You",0.27,65.05,0.47,0.603,0.455
"Cherry Hill",0.0373,130.022,0.681,0.469,0.0366
"Tennis Court",0.402,89.993,0.764,0.547,0.0576
"Sky Walker",0.129,145.959,0.629,0.717,0.0638
"Down In The Valley",0.155,105.825,0.409,0.409,0.0307
"Wrong Side Of Heaven",0.55,150.029,0.476,0.929,0.0684
Always,0.316,115.005,0.535,0.936,0.0377
Heathens,0.548,90.024,0.732,0.396,0.0286
"Car Radio",0.612,129.972,0.766,0.519,0.0366
"Lane Boy",0.913,159.929,0.616,0.811,0.0626
"The Judge",0.592,82.617,0.423,0.797,0.124
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.739,169.021,0.502,0.786,0.317
"All Time Low",0.529,90.082,0.672,0.386,0.264
"Feel So Close - Radio Edit",0.919,127.937,0.707,0.924,0.031
BO$$,0.736,103.016,0.813,0.872,0.107
"Not Going Home",0.502,108.992,0.713,0.733,0.152
"No Money",0.78,126.038,0.674,0.915,0.0411
"Show Me Love - EDX Remix / Radio Edit",0.688,121.012,0.836,0.663,0.0815
"Mind (feat. Kai)",0.356,174.153,0.502,0.777,0.0934
"Takes My Body Higher (feat. Lincoln Jesser)",0.124,124.997,0.713,0.731,0.0375
"Be Right There",0.297,124.972,0.695,0.797,0.0548
"Dum Dee Dum",0.513,160.032,0.754,0.891,0.174
"Take Ü There (feat. Kiesza)",0.118,159.888,0.542,0.879,0.0921
"Tell Me",0.345,140.034,0.597,0.961,0.0492
"You & Me - Flume Remix",0.27,75.031,0.601,0.393,0.0253
"This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners",0.488,121.972,0.793,0.729,0.0394
Boneless,0.643,127.99,0.743,0.962,0.0629
Jaguar,0.312,139.943,0.529,0.882,0.185
Sex,0.209,102.42,0.51,0.692,0.171
"High You Are",0.409,136.99,0.69,0.857,0.0405
"Need You",0.37,111.958,0.721,0.925,0.196
"Both (feat. Drake)",0.344,139.976,0.85,0.405,0.225
"Powerful (feat. Ellie Goulding & Tarrus Riley)",0.732,97.479,0.598,0.792,0.0478
"If You Ever Want To Be In Love",0.565,115.94,0.684,0.837,0.0307
"All The Time",0.511,127.488,0.708,0.465,0.0507
"Big Jet Plane",0.257,109.943,0.766,0.376,0.0267
"All The Pretty Girls",0.352,74.747,0.466,0.496,0.0302
"Coming Home",0.458,112.137,0.427,0.465,0.0291
"Rawnald Gregory Erickson the Second",0.713,95.508,0.9,0.538,0.0343
HAPPINESS,0.407,98.037,0.575,0.765,0.0345
1-800-273-8255,0.352,100.021,0.62,0.574,0.0479
"There Will Be Time",0.228,149.903,0.478,0.704,0.0471
"The Cave",0.337,141.951,0.576,0.486,0.0406
"I Will Wait",0.429,131.004,0.477,0.776,0.0349
"Little Lion Man",0.455,138.579,0.517,0.492,0.0272
"Awake My Soul",0.254,85.522,0.262,0.466,0.0341
"Whatever You Like",0.467,150.053,0.68,0.687,0.0709
"Touch The Sky",0.553,98.388,0.524,0.845,0.348
"Comin Out Strong",0.33,108.761,0.628,0.481,0.475
wokeuplikethis*,0.478,78.476,0.785,0.62,0.254
"Despacito (Featuring Daddy Yankee)",0.846,177.833,0.66,0.786,0.17
"Ni**as In Paris",0.684,140.047,0.757,0.882,0.248
"Despacito - Remix",0.813,88.931,0.694,0.815,0.12
"iSpy (feat. Lil Yachty)",0.672,75.016,0.746,0.653,0.289
DNA.,0.422,139.913,0.638,0.523,0.357
HUMBLE.,0.421,150.011,0.908,0.621,0.102
Trophies,0.268,143.936,0.741,0.699,0.441
"Mask Off",0.281,150.062,0.833,0.434,0.431
"$ave Dat Money (feat. Fetty Wap & Rich Homie Quan)",0.364,98.012,0.858,0.697,0.23
"A Milli",0.755,151.748,0.679,0.684,0.278
"6 Foot 7 Foot",0.604,79.119,0.365,0.751,0.304
"Not Afraid",0.67,114.609,0.854,0.954,0.246
"Right Above It",0.463,76.052,0.376,0.841,0.356
FML,0.156,125.116,0.667,0.423,0.0822
"pick up the phone",0.43,136.919,0.711,0.739,0.129
"Relationship (feat. Future)",0.298,145.992,0.842,0.597,0.0627
Goldie,0.733,81.956,0.697,0.848,0.249
GOD.,0.205,132.98,0.706,0.557,0.0813
"Love Me",0.464,124.952,0.674,0.608,0.0334
wonderful,0.612,146.062,0.769,0.569,0.0786
"Battle Scars",0.494,168.269,0.517,0.811,0.286
POWER,0.577,153.998,0.543,0.915,0.113
"Wyclef Jean",0.832,132.054,0.863,0.576,0.239
"No Option",0.494,83.986,0.575,0.734,0.057
"Father Stretch My Hands Pt. 1",0.449,113.074,0.714,0.566,0.056
Digits,0.294,131.932,0.769,0.632,0.0537
"The Man",0.504,85.996,0.531,0.77,0.0434
Champions,0.36,135.01,0.695,0.777,0.0817
Gorgeous,0.12,91.953,0.603,0.713,0.0317
"Dark Fantasy",0.367,88.015,0.59,0.587,0.0457
Amazing,0.496,146.133,0.588,0.554,0.0545
"Too Many Years",0.632,147.067,0.665,0.706,0.0958
"The Next Episode",0.311,95.295,0.92,0.891,0.253
"Mr. Carter",0.455,170.935,0.455,0.712,0.397
Lollipop,0.44,148.073,0.828,0.433,0.199
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",0.483,119.041,0.738,0.814,0.0999
"Buy The World",0.205,119.98,0.794,0.63,0.103
"Erase Your Social",0.718,140.058,0.705,0.609,0.0729
X,0.301,163.159,0.623,0.58,0.332
"President Carter",0.466,79.799,0.676,0.618,0.196
Myself,0.105,159.741,0.654,0.393,0.284
"No Complaints",0.199,123.956,0.914,0.507,0.164
"The Way Life Goes (feat. Oh Wonder)",0.696,82.008,0.703,0.757,0.05
"Love U Better (feat. Lil Wayne & The-Dream)",0.411,95.061,0.645,0.541,0.0385
"Patek Water",0.354,152.984,0.86,0.561,0.185
"Real Love",0.262,145.949,0.75,0.579,0.0856
"All Of The Lights",0.221,142.135,0.541,0.803,0.0738
"I Get The Bag (feat. Migos)",0.425,139.948,0.89,0.633,0.168
"Get Right Witcha",0.62,136.98,0.95,0.743,0.238
"Broccoli (feat. Lil Yachty)",0.708,145.99,0.886,0.525,0.131
"Two High",0.475,107.015,0.65,0.765,0.0464
Mama,0.547,104.016,0.739,0.792,0.0418
"Wild Thoughts",0.632,97.98,0.671,0.672,0.0688
"Summer Air",0.491,102.002,0.755,0.751,0.0748
"Most Girls",0.406,102.991,0.755,0.57,0.0888
"Get Low (with Liam Payne)",0.501,107.969,0.716,0.917,0.0527
"I'm the One",0.811,80.924,0.609,0.668,0.0367
"do re mi",0.154,110.977,0.742,0.599,0.0465
"Do What I Want",0.398,139.952,0.681,0.701,0.0767
"All Night (feat. Knox Fortune)",0.392,111.921,0.704,0.777,0.195
"Pretty Girl - Cheat Codes X CADE Remix",0.733,121.03,0.703,0.868,0.0291
"I Want You Back",0.887,98.359,0.639,0.548,0.0394
8TEEN,0.642,105.03,0.83,0.585,0.0366
"Sorry Not Sorry",0.863,144.021,0.704,0.633,0.241
"Fetish (feat. Gucci Mane)",0.305,123.038,0.708,0.61,0.0574
"Look What You Made Me Do",0.497,128.062,0.773,0.68,0.141
"Lean on Me",0.423,75.16,0.619,0.22,0.0667
Havana,0.418,104.992,0.768,0.517,0.0312
"I'll Be There For You",0.715,190.757,0.32,0.917,0.0771
"Make Me... (feat. G-Eazy)",0.592,122.984,0.701,0.7,0.0925
"Up All Night",0.974,154.611,0.535,0.778,0.0386
"Let It Burn",0.305,168.939,0.297,0.983,0.0635
"The End",0.329,73.152,0.198,0.285,0.0518
"Buried Alive",0.583,184.828,0.359,0.933,0.141
"On My Mind",0.743,154.911,0.702,0.705,0.0543
"Sugar (feat. Francesco Yates)",0.636,123.063,0.636,0.815,0.0581
"Ain't Nobody (Loves Me Better)",0.471,117.974,0.768,0.567,0.0312
"Wild Things",0.706,108.029,0.741,0.626,0.0886
"Try Me (feat. Jennifer Lopez & Matoma)",0.211,100.033,0.579,0.68,0.076
Roses,0.347,100.033,0.716,0.806,0.0466
Luxury,0.208,78.723,0.591,0.391,0.136
Outside,0.418,128.035,0.646,0.823,0.0394
"Something In The Way You Move",0.316,109.004,0.658,0.814,0.0493
"Love Myself",0.324,122.925,0.617,0.759,0.0677
"Intoxicated - New Radio Mix",0.547,125.004,0.8,0.677,0.0393
"Peanut Butter Jelly",0.545,127.96,0.708,0.945,0.234
Sorry,0.41,99.945,0.654,0.76,0.045
"Easy Love",0.573,124.04,0.688,0.889,0.0571
"Nobody To Love",0.557,113.918,0.569,0.864,0.243
"2 Heads",0.404,120.043,0.751,0.746,0.0432
"Lush Life",0.799,98.022,0.694,0.712,0.046
"Stole the Show",0.438,99.879,0.679,0.662,0.174
Focus,0.79,100.018,0.672,0.876,0.244
King,0.432,119.975,0.56,0.857,0.0384
Perfect,0.396,99.933,0.647,0.823,0.0762
"I Took A Pill In Ibiza - Seeb Remix",0.69,101.965,0.663,0.713,0.112
"Cooler Than Me - Single Mix",0.654,129.965,0.751,0.818,0.055
"Light It Up (feat. Nyla & Fuse ODG) - Remix",0.751,107.985,0.746,0.877,0.0666
"Here for You",0.35,104.992,0.686,0.747,0.0413
"Help Our Souls (Urban Contact Radio Edit)",0.598,120.071,0.693,0.876,0.226
Higher,0.471,113.008,0.617,0.797,0.0293
"My Type",0.578,118.0,0.596,0.897,0.0462
"Work from Home",0.593,105.017,0.803,0.585,0.0432
"Kill The Lights (with Nile Rodgers) - Audien Remix",0.427,126.042,0.647,0.879,0.0831
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.701,113.03,0.667,0.83,0.0749
Heaven,0.358,121.823,0.55,0.925,0.0882
Oceans,0.537,127.709,0.52,0.845,0.0467
"Coming Over - filous Remix",0.317,109.998,0.791,0.494,0.0456
"Don't Stop Me Now - Remastered",0.609,156.295,0.559,0.868,0.17
"Me Too",0.835,123.822,0.934,0.694,0.1
"False Alarm",0.181,102.979,0.643,0.732,0.0294
"Carry Me",0.222,105.052,0.621,0.551,0.0474
"This Is What You Came For",0.465,123.963,0.63,0.928,0.0331
Greenlight,0.632,115.067,0.696,0.832,0.269
"Once In a While",0.345,105.021,0.786,0.687,0.141
"Final Song",0.245,104.988,0.695,0.672,0.0345
Kids,0.205,100.021,0.591,0.731,0.0428
"Kill Em With Kindness",0.398,120.012,0.757,0.884,0.0404
"Cheap Thrills",0.732,89.976,0.628,0.698,0.105
"Hymn For The Weekend - Seeb Remix",0.427,102.034,0.565,0.849,0.0517
"Wild Horses - Sam Feldt Remix",0.535,109.71,0.504,0.729,0.103
"Sweet Lovin' - Radio Edit",0.674,124.977,0.683,0.91,0.0515
"Stay (with Alessia Cara)",0.498,102.013,0.679,0.634,0.0654
"Mess Is Mine",0.272,108.043,0.595,0.723,0.0349
Riptide,0.51,101.654,0.484,0.731,0.0379
Home,0.517,110.121,0.647,0.627,0.0756
"No One's Gonna Love You - Live from Spotify Sweden",0.192,135.657,0.547,0.188,0.036
"Your Body Is a Wonderland",0.687,94.01,0.647,0.729,0.0236
"Everlong - Acoustic Version",0.547,144.171,0.643,0.344,0.0349
"Bonfire Heart",0.449,118.021,0.575,0.821,0.0527
Radioactive,0.272,139.001,0.607,0.255,0.0445
"Skinny Love",0.169,166.467,0.379,0.29,0.051
"Don't Know Why",0.618,88.174,0.732,0.198,0.028
"Come Away With Me",0.147,80.367,0.363,0.129,0.0322
"Stay - Album Version (Edited)",0.117,111.924,0.635,0.317,0.0274
"Free Fallin' - Live at the Nokia Theatre",0.436,172.638,0.315,0.296,0.0317
"First Day Of My Life",0.383,94.422,0.468,0.201,0.0388
"Knockin' On Heaven's Door - Remastered",0.229,140.208,0.513,0.396,0.0299
"Sitting, Waiting, Wishing",0.556,105.01,0.766,0.547,0.0264
"Banana Pancakes",0.632,114.55,0.814,0.373,0.116
"Too Close",0.295,126.01,0.565,0.711,0.0417
"You Found Me",0.4,151.994,0.338,0.803,0.0413
Royals,0.302,84.778,0.616,0.432,0.133
Team,0.462,99.984,0.696,0.59,0.0904
"Mad World",0.221,172.241,0.373,0.17,0.0373
"Stay With Me",0.147,75.342,0.404,0.185,0.0512
"Hold On",0.546,88.299,0.574,0.667,0.0301
"Always Alright",0.571,106.346,0.693,0.62,0.0424
"Love Interruption",0.312,93.855,0.582,0.365,0.0388
"Don't Wanna Fight",0.551,100.433,0.606,0.915,0.166
"I See Fire",0.234,152.037,0.581,0.0549,0.0397
"Snake Eyes",0.216,180.125,0.37,0.686,0.0554
"Cherry Wine - Live",0.228,82.508,0.418,0.111,0.0389
"Isn't She Lovely",0.819,118.679,0.481,0.826,0.0851
September,0.982,125.895,0.693,0.911,0.0305
"Video Games",0.181,72.847,0.236,0.249,0.0348
"Blue Jeans",0.583,117.879,0.548,0.834,0.0959
"The High Road",0.609,79.955,0.61,0.637,0.0238
"Float On",0.553,100.975,0.649,0.888,0.0293
"Let You Go - Radio Edit",0.258,126.029,0.59,0.887,0.0928
"Until You Were Gone",0.362,128.056,0.572,0.63,0.0462
Gold,0.408,113.049,0.6,0.412,0.344
Hello,0.389,169.71,0.375,0.815,0.208
"Walk This Way",0.644,175.868,0.566,0.617,0.044
"Lay It All On Me (feat. Ed Sheeran)",0.483,122.531,0.669,0.747,0.0428
"Nothing Left",0.348,154.09,0.679,0.576,0.0402
"We Don't Have To Take Our Clothes Off",0.301,97.931,0.565,0.176,0.0419
"Headlights (feat. Ilsey)",0.369,122.002,0.597,0.685,0.0367
WILD,0.394,89.989,0.581,0.725,0.0592
Nikki,0.573,97.99,0.669,0.74,0.0354
"Till The End",0.248,151.882,0.587,0.726,0.214
"I Think I'm In Love",0.574,121.868,0.632,0.638,0.0505
"Lights Down Low",0.906,169.986,0.539,0.877,0.0548
Drifting,0.375,134.828,0.523,0.757,0.138
"Marilyn (feat. Dominique Le Jeune)",0.156,115.534,0.435,0.641,0.104
"I Don't Wanna Be In Love (Dance Floor Anthem)",0.573,124.968,0.64,0.884,0.0428
"Running Out",0.17,94.999,0.601,0.682,0.0338
Overdose,0.343,108.026,0.556,0.747,0.0511
"How I Want Ya - Dawin Remix",0.622,101.017,0.845,0.55,0.0376
"Working For It - Bonus Track",0.502,99.951,0.776,0.715,0.0505
Automatic,0.691,121.98,0.784,0.676,0.0487
"The Way (feat. Chance the Rapper)",0.516,101.018,0.746,0.538,0.32
"Where You Are",0.531,140.023,0.631,0.658,0.038
"Never Forget You",0.276,145.992,0.583,0.732,0.0457
Lisztomania,0.273,97.565,0.642,0.808,0.0463
Breakdown,0.431,75.009,0.78,0.386,0.0454
"Never Be Like You",0.264,119.247,0.494,0.559,0.0565
Kamikaze,0.704,158.035,0.663,0.878,0.0646
"Don't Let Me Down",0.403,159.797,0.542,0.859,0.197
"We Are the People",0.549,122.973,0.666,0.785,0.0308
Creep,0.228,177.334,0.292,0.359,0.0328
"Flightless Bird/American Mouth",0.19,154.66,0.359,0.391,0.026
"I'll Be Good",0.125,89.32,0.389,0.277,0.0323
Capsize,0.355,92.991,0.683,0.708,0.0305
Bridges,0.265,169.913,0.405,0.64,0.144
Sun,0.611,96.973,0.649,0.533,0.0284
"Déjà vu",0.382,123.709,0.552,0.603,0.168
Dreaming,0.886,118.989,0.612,0.89,0.047
"Let Go",0.751,110.001,0.749,0.844,0.0331
"San Francisco",0.571,126.005,0.71,0.778,0.0601
Wings,0.538,114.962,0.738,0.875,0.127
"Waves - Robin Schulz Radio Edit",0.45,119.993,0.829,0.51,0.0369
"Heroes (we could be)",0.397,125.904,0.5,0.726,0.0643
"I Want You To Know",0.366,129.998,0.58,0.846,0.0573
"What Do You Mean?",0.793,125.02,0.845,0.567,0.0956
Children,0.327,127.064,0.634,0.885,0.304
"Lean On (feat. MØ & DJ Snake)",0.274,98.007,0.723,0.809,0.0625
Company,0.425,94.948,0.59,0.797,0.0614
Strangers,0.517,129.972,0.586,0.699,0.0392
"Where Are Ü Now (with Justin Bieber)",0.197,139.432,0.432,0.781,0.0567
"Something New",0.352,101.984,0.686,0.766,0.0417
Unbelievable,0.703,118.014,0.766,0.611,0.0422
"All In My Head (Flex)",0.755,95.04,0.689,0.791,0.053
Toothbrush,0.85,104.908,0.557,0.791,0.138
Starving,0.498,99.852,0.668,0.613,0.102
YOUTH,0.592,91.507,0.628,0.737,0.041
"The Ocean",0.188,90.037,0.632,0.575,0.029
"New York City",0.0637,126.027,0.57,0.658,0.0401
"All We Know",0.296,90.0,0.662,0.586,0.0307
"Say It",0.271,74.938,0.597,0.531,0.0295
"Setting Fires",0.561,105.05,0.627,0.717,0.0376
"By Your Side",0.644,122.978,0.696,0.743,0.0331
Paris,0.219,99.99,0.653,0.658,0.0304
"Sooner Or Later",0.436,111.937,0.737,0.729,0.0354
"First Time",0.679,90.066,0.633,0.592,0.112
"Watching You",0.797,95.051,0.83,0.508,0.0613
"No Promises (feat. Demi Lovato)",0.595,112.956,0.741,0.667,0.134
"Feel Good (feat. Daya)",0.479,138.064,0.625,0.707,0.0337
Honest,0.312,100.035,0.673,0.514,0.0465
Young,0.454,103.006,0.615,0.564,0.0291
Bambi,0.843,140.013,0.621,0.863,0.0423
"My Number",0.825,128.047,0.639,0.744,0.0368
Ghost,0.55,159.432,0.395,0.747,0.0329
"If I ever feel better",0.836,119.7,0.755,0.553,0.107
Panda,0.35,145.276,0.802,0.639,0.361
"Turn Down for What",0.0815,100.014,0.818,0.799,0.156
"Can't Tell Me Nothing",0.101,79.968,0.594,0.614,0.0536
"Turn On The Lights",0.389,130.962,0.582,0.581,0.213
"I'm On One",0.489,149.999,0.508,0.809,0.292
Guap,0.579,146.141,0.649,0.716,0.152
"Fight Night",0.895,89.968,0.874,0.706,0.207
"Down In the DM",0.324,152.927,0.776,0.662,0.0489
"Stressed Out",0.648,169.977,0.734,0.637,0.141
"Bang My Head (feat. Sia & Fetty Wap)",0.593,108.061,0.599,0.869,0.0789
"03' Bonnie & Clyde",0.349,87.042,0.624,0.692,0.339
"Always On Time",0.827,96.619,0.607,0.714,0.278
Jumpman,0.656,142.072,0.852,0.553,0.187
"R.I.C.O. (feat. Drake)",0.386,167.909,0.727,0.599,0.327
"Best Friend",0.408,127.029,0.959,0.598,0.0713
"As Long As You Love Me",0.601,139.841,0.579,0.871,0.109
Deuces,0.217,73.987,0.692,0.736,0.11
"Na Na",0.235,96.975,0.67,0.476,0.0406
"GDFR (feat. Sage The Gemini & Lookas)",0.69,145.889,0.657,0.827,0.0734
Exchange,0.274,160.14,0.53,0.433,0.185
Alive,0.444,99.963,0.508,0.762,0.0489
"My Body",0.939,97.884,0.784,0.792,0.203
Unstoppable,0.26,173.799,0.468,0.779,0.0779
"The Fix (feat. Jeremih)",0.0873,95.505,0.812,0.479,0.0429
"Blasé (feat. Future & Rae Sremmurd)",0.291,127.984,0.897,0.642,0.0534
"This Could Be Us",0.721,142.992,0.718,0.692,0.148
"Drop It Like It's Hot",0.633,91.989,0.881,0.622,0.215
"Drop the Game",0.413,77.871,0.316,0.657,0.0903
Boombastic,0.78,158.323,0.866,0.538,0.36
"Beautiful Girls",0.769,130.009,0.762,0.661,0.0687
"It Girl",0.345,91.993,0.668,0.718,0.0605
"Fire Burning",0.888,122.973,0.839,0.804,0.0329
"In My Head",0.851,110.009,0.762,0.748,0.033
"Love The Way You Lie",0.638,86.961,0.746,0.922,0.236
"One, Two Step",0.842,113.046,0.944,0.511,0.161
"Ignition - Remix",0.855,133.024,0.795,0.523,0.0423
BedRock,0.575,148.001,0.732,0.659,0.225
Grenade,0.227,110.443,0.706,0.558,0.0593
SexyBack,0.964,117.0,0.967,0.583,0.0789
"With You",0.655,86.009,0.662,0.693,0.0698
"Work Out",0.216,93.004,0.831,0.427,0.106
Unwritten,0.63,100.013,0.706,0.801,0.0399
"Big Girls Don't Cry (Personal)",0.292,113.116,0.712,0.647,0.0336
"Bleeding Love",0.225,104.036,0.638,0.656,0.0357
Umbrella,0.549,174.013,0.581,0.827,0.141
Apologize,0.105,118.022,0.657,0.588,0.0272
"Put Your Records On",0.582,96.067,0.737,0.502,0.0355
"I'm Like A Bird",0.58,89.644,0.616,0.633,0.0383
"Always Be My Baby",0.488,78.946,0.649,0.531,0.0363
SOS,0.527,137.046,0.677,0.671,0.0361
"Take A Bow - Main",0.536,82.007,0.708,0.47,0.0659
"The Sweet Escape",0.73,119.961,0.756,0.77,0.0343
"Use Somebody",0.173,137.028,0.276,0.715,0.0432
"Hey There Delilah",0.298,103.973,0.657,0.291,0.0293
"Wild Ones (feat. Sia)",0.437,127.075,0.608,0.86,0.0554
"Tonight Tonight",0.814,99.978,0.686,0.783,0.119
Payphone,0.545,110.015,0.743,0.752,0.0414
"Fallin'",0.482,95.982,0.653,0.609,0.037
"Buy U a Drank (Shawty Snappin')",0.612,80.028,0.693,0.547,0.114
"Bills, Bills, Bills",0.461,127.641,0.845,0.576,0.153
Telephone,0.713,122.021,0.825,0.832,0.0403
"End Of The Road",0.505,149.61,0.642,0.423,0.0249
